xObs,xMean,xMedian,xRMS,xSigma
-82.2099999999909,0.0029763885690073026,3.7579360254749167e-08,9.300722954796084e-08,0.008938523754532888
-82.1999999999909,0.0029790854440291913,3.765353486614161e-08,9.318434658548199e-08,0.008946608588717578
-82.18999999999089,0.00298178346939567,3.772785588430456e-08,9.336180091336439e-08,0.008954696861519002
-82.17999999999088,0.0029844826451067377,3.780232359821724e-08,9.353959317392209e-08,0.00896278857293716
-82.16999999999088,0.0029871829711623937,3.787693829742978e-08,9.371772401069235e-08,0.00897088372297205
-82.15999999999087,0.0029898844475626392,3.79517002720633e-08,9.389619406843796e-08,0.008978982311623675
-82.14999999999087,0.0029925870743074735,3.802660981281212e-08,9.40750039931495e-08,0.008987084338892028
-82.13999999999086,0.0029952908513968973,3.810166721094377e-08,9.425415443204781e-08,0.00899518980477712
-82.12999999999086,0.0029979957788309097,3.817687275830124e-08,9.443364603358619e-08,0.009003298709278943
-82.11999999999085,0.0030007018566095113,3.8252226747303027e-08,9.461347944745281e-08,0.0090114110523975
-82.10999999999085,0.003003409084732702,3.832772947094533e-08,9.479365532457311e-08,0.009019526834132789
-82.09999999999084,0.0030061174632004823,3.840338122280215e-08,9.49741743171121e-08,0.009027646054484815
-82.08999999999084,0.0030088269920128504,3.847918229702748e-08,9.515503707847669e-08,0.009035768713453568
-82.07999999999083,0.003011537671169808,3.855513298835536e-08,9.533624426331814e-08,0.009043894811039059
-82.06999999999083,0.003014249500671355,3.863123359210214e-08,9.551779652753437e-08,0.009052024347241283
-82.05999999999082,0.003016962480517491,3.870748440416667e-08,9.569969452827234e-08,0.00906015732206024
-82.04999999999082,0.003019676610708217,3.878388572103182e-08,9.588193892393043e-08,0.009068293735495931
-82.03999999999081,0.0030223918912435305,3.8860437839766095e-08,9.606453037416089e-08,0.009076433587548354
-82.0299999999908,0.003025108322123434,3.89371410580238e-08,9.62474695398721e-08,0.009084576878217513
-82.0199999999908,0.0030278259033479265,3.90139956740473e-08,9.643075708323106e-08,0.0090927236075034
-82.0099999999908,0.0030305446349170075,3.9091001986667096e-08,9.661439366766576e-08,0.009100873775406025
-81.99999999999079,0.003033264516830677,3.916816029530406e-08,9.679837995786754e-08,0.00910902738192538
-81.98999999999079,0.0030359855490889372,3.924547089996953e-08,9.698271661979363e-08,0.009117184427061472
-81.97999999999078,0.003038707731691785,3.9322934101267546e-08,9.716740432066934e-08,0.00912534491081429
-81.96999999999078,0.003041431064639223,3.940055020039494e-08,9.735244372899072e-08,0.009133508833183849
-81.95999999999077,0.003044155547931249,3.9478319499143596e-08,9.753783551452676e-08,0.00914167619417014
-81.94999999999077,0.0030468811815678653,3.9556242299900536e-08,9.7723580348322e-08,0.009149846993773162
-81.93999999999076,0.0030496079655490697,3.963431890565018e-08,9.79096789026988e-08,0.009158021231992918
-81.92999999999076,0.0030523358998748628,3.9712549619974435e-08,9.809613185125991e-08,0.009166198908829408
-81.91999999999075,0.0030550649845452462,3.9790934747054976e-08,9.828293986889078e-08,0.009174380024282633
-81.90999999999075,0.003057795219560218,3.9869474591673316e-08,9.847010363176213e-08,0.00918256457835259
-81.89999999999074,0.0030605266049197792,3.9948169459213115e-08,9.86576238173323e-08,0.00919075257103928
-81.88999999999074,0.003063259140623929,4.002701965566036e-08,9.884550110434975e-08,0.009198944002342703
-81.87999999999073,0.003065992826672668,4.010602548760503e-08,9.903373617285549e-08,0.00920713887226286
-81.86999999999072,0.0030687276630659956,4.0185187262242653e-08,9.92223297041856e-08,0.009215337180799747
-81.85999999999072,0.003071463649803912,4.026450528737455e-08,9.941128238097356e-08,0.00922353892795337
-81.84999999999071,0.003074200786886419,4.0343979871410156e-08,9.960059488715293e-08,0.009231744113723728
-81.83999999999071,0.003076939074313514,4.042361132336705e-08,9.979026790795961e-08,0.009239952738110818
-81.8299999999907,0.003079678512085198,4.0503399952873354e-08,9.998030212993449e-08,0.00924816480111464
-81.8199999999907,0.0030824191002014724,4.0583346070167764e-08,1.0017069824092581e-07,0.009256380302735196
-81.8099999999907,0.0030851608386623336,4.0663449986101886e-08,1.0036145693009172e-07,0.009264599242972488
-81.79999999999069,0.003087903727467785,4.074371201214032e-08,1.005525788879028e-07,0.00927282162182651
-81.78999999999068,0.0030906477666178254,4.0824132460363033e-08,1.0074406480614443e-07,0.009281047439297264
-81.77999999999068,0.003093392956112455,4.090471164346537e-08,1.0093591537791947e-07,0.009289276695384754
-81.76999999999067,0.0030961392959516737,4.098544987476048e-08,1.0112813129765062e-07,0.009297509390088977
-81.75999999999067,0.0030988867861354813,4.106634746817934e-08,1.0132071326108305e-07,0.009305745523409932
-81.74999999999066,0.0031016354266638784,4.1147404738273157e-08,1.0151366196528679e-07,0.009313985095347624
-81.73999999999066,0.0031043852175368643,4.122862200021342e-08,1.0170697810865938e-07,0.009322228105902046
-81.72999999999065,0.0031071361587544388,4.130999956979429e-08,1.019006623909283e-07,0.009330474555073203
-81.71999999999065,0.003109888250316602,4.1391537763432806e-08,1.020947155131536e-07,0.009338724442861091
-81.70999999999064,0.0031126414922233556,4.1473236898170556e-08,1.0228913817773038e-07,0.009346977769265716
-81.69999999999064,0.003115395884474697,4.155509729167534e-08,1.0248393108839123e-07,0.009355234534287072
-81.68999999999063,0.0031181514270706284,4.16371192622414e-08,1.0267909495020901e-07,0.009363494737925162
-81.67999999999063,0.003120908120011148,4.1719303128791815e-08,1.028746304695992e-07,0.009371758380179984
-81.66999999999062,0.0031236659632962573,4.180164921087857e-08,1.030705383543226e-07,0.00938002546105154
-81.65999999999062,0.003126424956925955,4.188415782868497e-08,1.0326681931348777e-07,0.009388295980539828
-81.64999999999061,0.0031291851009002435,4.1966829303025716e-08,1.0346347405755363e-07,0.009396569938644853
-81.63999999999061,0.003131946395219119,4.2049663955349335e-08,1.0366050329833209e-07,0.009404847335366609
-81.6299999999906,0.0031347088398825844,4.213266210773821e-08,1.0385790774899061e-07,0.009413128170705097
-81.6199999999906,0.003137472434890638,4.22158240829111e-08,1.0405568812405472e-07,0.00942141244466032
-81.60999999999059,0.0031402371802432823,4.22991502042231e-08,1.0425384513941063e-07,0.009429700157232278
-81.59999999999059,0.0031430030759405144,4.238264079566818e-08,1.0445237951230789e-07,0.009437991308420966
-81.58999999999058,0.0031457701219823357,4.246629618187921e-08,1.046512919613619e-07,0.009446285898226386
-81.57999999999058,0.0031485383183687474,4.25501166881304e-08,1.0485058320655655e-07,0.009454583926648545
-81.56999999999057,0.003151307665099746,4.263410264033743e-08,1.0505025396924685e-07,0.009462885393687432
-81.55999999999057,0.003154078162175336,4.271825436505983e-08,1.0525030497216144e-07,0.009471190299343056
-81.54999999999056,0.003156849809595513,4.280257218950129e-08,1.0545073693940532e-07,0.00947949864361541
-81.53999999999056,0.00315962260736028,4.288705644151131e-08,1.0565155059646248e-07,0.009487810426504505
-81.52999999999055,0.003162396555469636,4.297170744958697e-08,1.0585274667019835e-07,0.009496125648010325
-81.51999999999055,0.0031651716539235807,4.3056525542873114e-08,1.0605432588886271e-07,0.00950444430813288
-81.50999999999054,0.0031679479027221145,4.3141511051164916e-08,1.06256288982092e-07,0.009512766406872169
-81.49999999999054,0.0031707253018652378,4.3226664304907826e-08,1.0645863668091231e-07,0.009521091944228193
-81.48999999999053,0.00317350385135295,4.331198563520019e-08,1.0666136971774169e-07,0.009529420920200947
-81.47999999999053,0.003176283551185251,4.339747537379324e-08,1.0686448882639308e-07,0.009537753334790438
-81.46999999999052,0.003179064401362141,4.3483133853093666e-08,1.0706799474207676e-07,0.009546089187996659
-81.45999999999052,0.0031818464018836205,4.356896140616362e-08,1.0727188820140315e-07,0.009554428479819615
-81.44999999999051,0.003184629552749688,4.36549583667233e-08,1.0747616994238541e-07,0.009562771210259302
-81.4399999999905,0.0031874138539603465,4.374112506915096e-08,1.0768084070444208e-07,0.009571117379315729
-81.4299999999905,0.003190199305515593,4.3827461848485494e-08,1.078859012283999e-07,0.009579466986988885
-81.4199999999905,0.0031929859074154277,4.3913969040426466e-08,1.0809135225649628e-07,0.00958782003327877
-81.40999999999049,0.003195773659659852,4.400064698133668e-08,1.0829719453238217e-07,0.009596176518185395
-81.39999999999048,0.0031985625622488662,4.408749600824223e-08,1.0850342880112465e-07,0.00960453644170875
-81.38999999999048,0.003201352615182469,4.417451645883506e-08,1.0871005580920968e-07,0.00961289980384884
-81.37999999999047,0.0032041438184606604,4.4261708671473175e-08,1.0891707630454479e-07,0.00962126660460566
-81.36999999999047,0.0032069361720834413,4.434907298518246e-08,1.0912449103646167e-07,0.009629636843979217
-81.35999999999046,0.0032097296760508114,4.443660973965841e-08,1.0933230075571916e-07,0.009638010521969505
-81.34999999999046,0.0032125243303627706,4.4524319275266426e-08,1.0954050621450566e-07,0.00964638763857653
-81.33999999999045,0.0032153201350193176,4.461220193304432e-08,1.0974910816644205e-07,0.009654768193800282
-81.32999999999045,0.003218117090020455,4.470025805470244e-08,1.0995810736658433e-07,0.009663152187640774
-81.31999999999044,0.0032209151953661807,4.478848798262623e-08,1.101675045714264e-07,0.009671539620097995
-81.30999999999044,0.0032237144510564955,4.4876892059876306e-08,1.1037730053890277e-07,0.009679930491171952
-81.29999999999043,0.0032265148570914002,4.4965470630191054e-08,1.1058749602839131e-07,0.00968832480086264
-81.28999999999043,0.0032293164134708932,4.5054224037986694e-08,1.1079809180071599e-07,0.009696722549170063
-81.27999999999042,0.0032321191201949754,4.5143152628359915e-08,1.1100908861814968e-07,0.00970512373609422
-81.26999999999042,0.003234922977263646,4.523225674708791e-08,1.112204872444168e-07,0.009713528361635106
-81.25999999999041,0.003237727984676907,4.532153674063101e-08,1.1143228844469624e-07,0.009721936425792731
-81.24999999999041,0.003240534142434756,4.5410992956132756e-08,1.1164449298562402e-07,0.009730347928567083
-81.2399999999904,0.003243341450537195,4.550062574142251e-08,1.1185710163529602e-07,0.009738762869958175
-81.2299999999904,0.003246149908984222,4.5590435445015576e-08,1.1207011516327098e-07,0.009747181249965995
-81.21999999999039,0.0032489595177758387,4.5680422416115786e-08,1.1228353434057296e-07,0.009755603068590551
-81.20999999999039,0.0032517702769120443,4.577058700461573e-08,1.1249735993969446e-07,0.00976402832583184
-81.19999999999038,0.0032545821863928393,4.586092956109867e-08,1.1271159273459898e-07,0.009772457021689863
-81.18999999999038,0.0032573952462182235,4.595145043684028e-08,1.1292623350072394e-07,0.009780889156164617
-81.17999999999037,0.003260209456388196,4.6042149983808996e-08,1.1314128301498339e-07,0.009789324729256105
-81.16999999999037,0.003263024816902757,4.6133028554668576e-08,1.1335674205577081e-07,0.009797763740964327
-81.15999999999036,0.003265841327761908,4.622408650277825e-08,1.135726114029625e-07,0.009806206191289284
-81.14999999999036,0.0032686589889656483,4.6315324182195337e-08,1.1378889183791929e-07,0.009814652080230973
-81.13999999999035,0.0032714778005139772,4.640674194767537e-08,1.1400558414349029e-07,0.009823101407789397
-81.12999999999035,0.0032742977624068952,4.6498340154674754e-08,1.1422268910401529e-07,0.009831554173964549
-81.11999999999034,0.0032771188746444028,4.659011915935082e-08,1.1444020750532783e-07,0.009840010378756437
-81.10999999999034,0.003279941137226499,4.668207931856458e-08,1.1465814013475788e-07,0.009848470022165061
-81.09999999999033,0.0032827645501531835,4.677422098988073e-08,1.1487648778113477e-07,0.009856933104190415
-81.08999999999033,0.0032855891134244584,4.686654453157041e-08,1.1509525123479e-07,0.009865399624832506
-81.07999999999032,0.0032884148270403216,4.695905030261124e-08,1.1531443128756019e-07,0.009873869584091326
-81.06999999999032,0.0032912416910007734,4.70517386626901e-08,1.155340287327898e-07,0.009882342981966882
-81.05999999999031,0.0032940697053058157,4.71446099722031e-08,1.1575404436533416e-07,0.009890819818459169
-81.0499999999903,0.003296898869955446,4.723766459225842e-08,1.1597447898156216e-07,0.009899300093568193
-81.0399999999903,0.0032997291849496653,4.733090288467648e-08,1.1619533337935941e-07,0.009907783807293947
-81.0299999999903,0.003302560650288474,4.7424325211991855e-08,1.1641660835813082e-07,0.009916270959636436
-81.01999999999029,0.003305393265971871,4.7517931937455213e-08,1.1663830471880365e-07,0.009924761550595657
-81.00999999999028,0.003308227031999858,4.761172342503353e-08,1.1686042326383049e-07,0.009933255580171612
-80.99999999999028,0.0033110619483724332,4.770570003941287e-08,1.1708296479719195e-07,0.0099417530483643
-80.98999999999027,0.0033138980150895993,4.779986214599842e-08,1.1730593012439977e-07,0.009950253955173724
-80.97999999999027,0.0033167352321513523,4.789421011091731e-08,1.1752932005249962e-07,0.009958758300599878
-80.96999999999026,0.0033195735995576957,4.7988744301018646e-08,1.1775313539007405e-07,0.009967266084642767
-80.95999999999026,0.003322413117308628,4.808346508387631e-08,1.1797737694724544e-07,0.009975777307302388
-80.94999999999025,0.003325253785404148,4.817837282778901e-08,1.1820204553567892e-07,0.009984291968578743
-80.93999999999025,0.0033280956038442585,4.827346790178312e-08,1.1842714196858526e-07,0.00999281006847183
-80.92999999999024,0.0033309385726289576,4.836875067561268e-08,1.186526670607239e-07,0.010001331606981651
-80.91999999999024,0.0033337826917582457,4.8464221519762264e-08,1.1887862162840582e-07,0.010009856584108209
-80.90999999999023,0.003336627961232123,4.855988080544701e-08,1.1910500648949658e-07,0.010018384999851495
-80.89999999999023,0.0033394743810505893,4.8655728904615486e-08,1.1933182246341918e-07,0.010026916854211518
-80.88999999999022,0.0033423219512136444,4.8751766189949696e-08,1.195590703711571e-07,0.01003545214718827
-80.87999999999022,0.0033451706717212894,4.8847993034867935e-08,1.197867510352572e-07,0.010043990878781764
-80.86999999999021,0.0033480205425735227,4.894440981352506e-08,1.2001486527983284e-07,0.010052533048991983
-80.85999999999021,0.003350871563770345,4.904101690081443e-08,1.202434139305667e-07,0.010061078657818938
-80.8499999999902,0.0033537237353117567,4.913781467236989e-08,1.204723978147138e-07,0.010069627705262627
-80.8399999999902,0.0033565770571977577,4.9234803504566016e-08,1.2070181776110462e-07,0.010078180191323049
-80.82999999999019,0.003359431529428346,4.933198377452099e-08,1.2093167460014796e-07,0.010086736116000201
-80.81999999999019,0.0033622871520035255,4.9429355860096647e-08,1.2116196916383402e-07,0.010095295479294091
-80.80999999999018,0.0033651439249232935,4.952692013990133e-08,1.2139270228573736e-07,0.010103858281204713
-80.79999999999018,0.00336800184818765,4.962467699329001e-08,1.2162387480101994e-07,0.010112424521732067
-80.78999999999017,0.0033708609217965963,4.972262680036714e-08,1.2185548754643418e-07,0.010120994200876155
-80.77999999999017,0.0033737211457501312,4.982076994198669e-08,1.2208754136032597e-07,0.010129567318636979
-80.76999999999016,0.0033765825200482553,4.991910679975511e-08,1.2232003708263762e-07,0.010138143875014534
-80.75999999999016,0.003379445044690968,5.001763775603132e-08,1.2255297555491104e-07,0.01014672387000882
-80.74999999999015,0.0033823087196782706,5.011636319392969e-08,1.2278635762029067e-07,0.010155307303619843
-80.73999999999015,0.003385173545010162,5.021528349732006e-08,1.2302018412352663e-07,0.010163894175847597
-80.72999999999014,0.0033880395206866416,5.031439905083066e-08,1.2325445591097767e-07,0.010172484486692085
-80.71999999999014,0.0033909066467077116,5.041371023984821e-08,1.2348917383061432e-07,0.010181078236153307
-80.70999999999013,0.00339377492307337,5.051321745052082e-08,1.2372433873202193e-07,0.010189675424231263
-80.69999999999013,0.003396644349783617,5.061292106975822e-08,1.2395995146640375e-07,0.010198276050925948
-80.68999999999012,0.0033995149268384534,5.071282148523388e-08,1.2419601288658399e-07,0.010206880116237372
-80.67999999999012,0.0034023866542378786,5.081291908538695e-08,1.2443252384701095e-07,0.010215487620165525
-80.66999999999011,0.0034052595319818933,5.0913214259422583e-08,1.2466948520376002e-07,0.010224098562710414
-80.6599999999901,0.0034081335600704963,5.1013707397314904e-08,1.2490689781453694e-07,0.010232712943872032
-80.6499999999901,0.0034110087385036893,5.111439888980699e-08,1.2514476253868075e-07,0.010241330763650388
-80.6399999999901,0.0034138850672814714,5.121528912841395e-08,1.2538308023716693e-07,0.01024995202204548
-80.62999999999009,0.0034167625464038417,5.131637850542293e-08,1.2562185177261062e-07,0.010258576719057298
-80.61999999999009,0.003419641175870801,5.141766741389607e-08,1.258610780092696e-07,0.010267204854685854
-80.60999999999008,0.003422520955682351,5.1519156247670663e-08,1.2610075981304752e-07,0.01027583642893114
-80.59999999999008,0.0034254018858384883,5.1620845401362065e-08,1.2634089805149702e-07,0.010284471441793163
-80.58999999999007,0.0034282839663392155,5.172273527036379e-08,1.2658149359382283e-07,0.010293109893271916
-80.57999999999006,0.0034311671971845314,5.1824826250850534e-08,1.268225473108849e-07,0.010301751783367404
-80.56999999999006,0.003434051578374437,5.192711873977823e-08,1.2706406007520163e-07,0.010310397112079626
-80.55999999999005,0.003436937109908931,5.202961313488706e-08,1.27306032760953e-07,0.01031904587940858
-80.54999999999005,0.003439823791788014,5.213230983470153e-08,1.275484662439837e-07,0.010327698085354267
-80.53999999999004,0.0034427116240116863,5.2235209238533505e-08,1.277913614018063e-07,0.01033635372991669
-80.52999999999004,0.0034456006065799473,5.233831174648246e-08,1.2803471911360446e-07,0.010345012813095843
-80.51999999999003,0.003448490739492798,5.2441617759437565e-08,1.2827854026023616e-07,0.01035367533489173
-80.50999999999003,0.003451382022750237,5.254512767907988e-08,1.285228257242367e-07,0.010362341295304351
-80.49999999999002,0.0034542744563522657,5.2648841907882507e-08,1.2876757638982217e-07,0.010371010694333707
-80.48999999999002,0.003457168040298883,5.275276084911375e-08,1.2901279314289238e-07,0.010379683531979794
-80.47999999999001,0.00346006277459009,5.2856884906837104e-08,1.2925847687103427e-07,0.010388359808242615
-80.46999999999001,0.003462958659225887,5.2961214485914356e-08,1.29504628463525e-07,0.01039703952312217
-80.45999999999,0.0034658556942062696,5.3065749992005716e-08,1.2975124881133525e-07,0.010405722676618458
-80.44999999999,0.0034687538795312445,5.317049183157278e-08,1.2999833880713238e-07,0.010414409268731481
-80.43999999999,0.0034716532152008067,5.3275440411878704e-08,1.3024589934528365e-07,0.010423099299461233
-80.42999999998999,0.0034745537012149594,5.338059614099125e-08,1.3049393132185954e-07,0.010431792768807721
-80.41999999998998,0.0034774553375737,5.348595942778287e-08,1.3074243563463696e-07,0.010440489676770942
-80.40999999998998,0.00348035812427703,5.3591530681933815e-08,1.3099141318310248e-07,0.010449190023350896
-80.39999999998997,0.0034832620613249486,5.3697310313932215e-08,1.3124086486845554e-07,0.010457893808547584
-80.38999999998997,0.003486167148717457,5.3803298735077166e-08,1.3149079159361184e-07,0.010466601032361005
-80.37999999998996,0.0034890733864545538,5.390949635747886e-08,1.317411942632065e-07,0.010475311694791158
-80.36999999998996,0.0034919807745362394,5.401590359406165e-08,1.3199207378359733e-07,0.010484025795838046
-80.35999999998995,0.0034948893129625154,5.4122520858564375e-08,1.3224343106286824e-07,0.010492743335501667
-80.34999999998995,0.0034977990017333793,5.422934856554249e-08,1.3249526701083235e-07,0.010501464313782021
-80.33999999998994,0.003500709840848832,5.433638713037031e-08,1.327475825390354e-07,0.01051018873067911
-80.32999999998994,0.003503621830308875,5.444363696924124e-08,1.3300037856075903e-07,0.01051891658619293
-80.31999999998993,0.003506534970113507,5.455109849917091e-08,1.3325365599102405e-07,0.010527647880323487
-80.30999999998993,0.0035094492602627267,5.465877213799736e-08,1.3350741574659377e-07,0.010536382613070772
-80.29999999998992,0.0035123647007565366,5.4766658304384056e-08,1.337616587459774e-07,0.010545120784434793
-80.28999999998992,0.0035152812915949347,5.4874757417820116e-08,1.3401638590943317e-07,0.010553862394415546
-80.27999999998991,0.0035181990327779232,5.49830698986234e-08,1.342715981589719e-07,0.010562607443013034
-80.2699999999899,0.003521117924305499,5.5091596167940605e-08,1.3452729641836017e-07,0.010571355930227254
-80.2599999999899,0.003524037966177666,5.5200336647750506e-08,1.3478348161312373e-07,0.010580107856058209
-80.2499999999899,0.0035269591583944205,5.530929176086398e-08,1.3504015467055088e-07,0.010588863220505895
-80.23999999998989,0.0035298815009557638,5.541846193092724e-08,1.3529731651969572e-07,0.010597622023570317
-80.22999999998989,0.0035328049938616966,5.5527847582421906e-08,1.3555496809138163e-07,0.01060638426525147
-80.21999999998988,0.003535729637112219,5.563744914066824e-08,1.3581311031820458e-07,0.010615149945549358
-80.20999999998988,0.00353865543070733,5.574726703182523e-08,1.3607174413453647e-07,0.01062391906446398
-80.19999999998987,0.0035415823746470306,5.585730168289378e-08,1.3633087047652862e-07,0.010632691621995333
-80.18999999998987,0.00354451046893132,5.596755352171704e-08,1.3659049028211508e-07,0.010641467618143422
-80.17999999998986,0.0035474397135601982,5.607802297698265e-08,1.3685060449101598e-07,0.010650247052908242
-80.16999999998986,0.003550370108533665,5.618871047822498e-08,1.3711121404474113e-07,0.010659029926289795
-80.15999999998985,0.003553301653851721,5.6299616455825425e-08,1.3737231988659308e-07,0.010667816238288084
-80.14999999998984,0.0035562343495143664,5.6410741341015665e-08,1.3763392296167098e-07,0.010676605988903104
-80.13999999998984,0.003559168195521601,5.6522085565877776e-08,1.3789602421687356e-07,0.010685399178134856
-80.12999999998983,0.003562103191873425,5.663364956334745e-08,1.3815862460090288e-07,0.010694195805983344
-80.11999999998983,0.003565039338569837,5.674543376721412e-08,1.3842172506426762e-07,0.010702995872448566
-80.10999999998982,0.0035679766356108387,5.685743861212428e-08,1.3868532655928656e-07,0.01071179937753052
-80.09999999998982,0.003570915082996429,5.696966453358146e-08,1.3894943004009196e-07,0.010720606321229205
-80.08999999998981,0.003573854680726609,5.708211196794964e-08,1.392140364626331e-07,0.010729416703544627
-80.07999999998981,0.003576795428801378,5.7194781352453304e-08,1.3947914678467973e-07,0.01073823052447678
-80.0699999999898,0.0035797373272207357,5.730767312518073e-08,1.397447619658255e-07,0.010747047784025668
-80.0599999999898,0.0035826803759846826,5.742078772508407e-08,1.400108829674914e-07,0.010755868482191287
-80.0499999999898,0.003585624575093219,5.7534125591982705e-08,1.4027751075292934e-07,0.01076469261897364
-80.03999999998979,0.003588569924546343,5.764768716656336e-08,1.4054464628722562e-07,0.010773520194372728
-80.02999999998978,0.0035915164243440576,5.776147289038336e-08,1.4081229053730426e-07,0.010782351208388549
-80.01999999998978,0.00359446407448636,5.787548320587099e-08,1.4108044447193075e-07,0.010791185661021104
-80.00999999998977,0.003597412874973252,5.7989718556327826e-08,1.4134910906171538e-07,0.01080002355227039
-79.99999999998977,0.003600362825804734,5.810417938593099e-08,1.4161828527911678e-07,0.010808864882136412
-79.98999999998976,0.0036033139269808037,5.8218866139733567e-08,1.4188797409844558e-07,0.010817709650619161
-79.97999999998976,0.003606266178501464,5.833377926366788e-08,1.4215817649586764e-07,0.010826557857718654
-79.96999999998975,0.0036092195803667116,5.844891920454564e-08,1.4242889344940796e-07,0.010835409503434873
-79.95999999998975,0.003612174132576549,5.856428641006129e-08,1.4270012593895387e-07,0.010844264587767827
-79.94999999998974,0.003615129835130976,5.867988132879211e-08,1.4297187494625882e-07,0.010853123110717513
-79.93999999998974,0.003618086688029991,5.8795704410201616e-08,1.4324414145494583e-07,0.010861985072283933
-79.92999999998973,0.003621044691273595,5.891175610463967e-08,1.4351692645051107e-07,0.010870850472467086
-79.91999999998973,0.0036240038448617897,5.902803686334583e-08,1.4379023092032738e-07,0.010879719311266972
-79.90999999998972,0.003626964148794572,5.914454713844952e-08,1.4406405585364796e-07,0.010888591588683594
-79.89999999998972,0.0036299256030719435,5.926128738297341e-08,1.4433840224160983e-07,0.010897467304716947
-79.88999999998971,0.0036328882076939037,5.9378258050833505e-08,1.446132710772375e-07,0.010906346459367035
-79.8799999999897,0.0036358519626604542,5.94954595968426e-08,1.4488866335544646e-07,0.010915229052633854
-79.8699999999897,0.0036388168679715926,5.961289247671034e-08,1.451645800730469e-07,0.010924115084517407
-79.8599999999897,0.003641782923627321,5.973055714704675e-08,1.4544102222874735e-07,0.010933004555017695
-79.84999999998969,0.0036447501296276385,5.984845406536244e-08,1.4571799082315805e-07,0.010941897464134714
-79.83999999998969,0.0036477184859725438,5.996658369007106e-08,1.459954868587949e-07,0.010950793811868469
-79.82999999998968,0.0036506879926620395,6.008494648049175e-08,1.4627351134008275e-07,0.010959693598218957
-79.81999999998968,0.0036536586496961235,6.02035428968494e-08,1.465520652733594e-07,0.010968596823186174
-79.80999999998967,0.0036566304570747974,6.03223734002781e-08,1.468311496668789e-07,0.010977503486770127
-79.79999999998967,0.0036596034147980587,6.044143845282136e-08,1.4711076553081543e-07,0.010986413588970814
-79.78999999998966,0.0036625775228659114,6.056073851743547e-08,1.4739091387726686e-07,0.010995327129788235
-79.77999999998966,0.0036655527812783505,6.068027405798966e-08,1.4767159572025844e-07,0.011004244109222386
-79.76999999998965,0.0036685291900353805,6.080004553926965e-08,1.4795281207574648e-07,0.011013164527273276
-79.75999999998965,0.0036715067491369983,6.092005342697765e-08,1.4823456396162195e-07,0.011022088383940894
-79.74999999998964,0.003674485458583206,6.104029818773596e-08,1.485168523977143e-07,0.011031015679225247
-79.73999999998964,0.003677465318374002,6.116078028908705e-08,1.4879967840579501e-07,0.011039946413126334
-79.72999999998963,0.0036804463285093876,6.128150019949708e-08,1.490830430095814e-07,0.011048880585644155
-79.71999999998962,0.0036834284889893628,6.140245838835602e-08,1.4936694723474026e-07,0.011057818196778705
-79.70999999998962,0.0036864117998139266,6.15236553259812e-08,1.4965139210889163e-07,0.011066759246529995
-79.69999999998961,0.00368939626098308,6.164509148361758e-08,1.4993637866161243e-07,0.011075703734898017
-79.68999999998961,0.0036923818724968215,6.176676733344032e-08,1.5022190792444028e-07,0.011084651661882767
-79.6799999999896,0.003695368634355153,6.188868334855716e-08,1.5050798093087716e-07,0.011093603027484255
-79.6699999999896,0.0036983565465580725,6.201084000300886e-08,1.5079459871639322e-07,0.011102557831702475
-79.6599999999896,0.003701345609105582,6.213323777177268e-08,1.5108176231843048e-07,0.011111516074537428
-79.64999999998959,0.0037043358219976796,6.225587713076251e-08,1.5136947277640628e-07,0.011120477755989113
-79.63999999998958,0.003707327185234367,6.237875855683251e-08,1.5165773113171828e-07,0.011129442876057535
-79.62999999998958,0.003710319698815643,6.250188252777718e-08,1.5194653842774634e-07,0.011138411434742687
-79.61999999998957,0.003713313362741508,6.262524952233496e-08,1.5223589570985766e-07,0.011147383432044574
-79.60999999998957,0.003716308177011962,6.274886002018834e-08,1.5252580402541014e-07,0.011156358867963193
-79.59999999998956,0.0037193041416270062,6.287271450196752e-08,1.528162644237562e-07,0.011165337742498548
-79.58999999998956,0.003722301256586638,6.299681344925049e-08,1.531072779562465e-07,0.011174320055650633
-79.57999999998955,0.0037252995218908596,6.312115734456664e-08,1.5339884567623394e-07,0.011183305807419454
-79.56999999998955,0.0037282989375396706,6.324574667139692e-08,1.536909686390773e-07,0.011192294997805005
-79.55999999998954,0.0037312995035330694,6.337058191417748e-08,1.539836479021451e-07,0.01120128762680729
-79.54999999998954,0.0037343012198710578,6.349566355829974e-08,1.5427688452481947e-07,0.01121028369442631
-79.53999999998953,0.0037373040865536357,6.362099209011408e-08,1.5457067956849994e-07,0.011219283200662067
-79.52999999998953,0.003740308103580803,6.37465679969302e-08,1.5486503409660733e-07,0.011228286145514554
-79.51999999998952,0.003743313270952559,6.387239176701963e-08,1.5515994917458757e-07,0.011237292528983771
-79.50999999998952,0.0037463195886689037,6.399846388961836e-08,1.5545542586991548e-07,0.011246302351069723
-79.49999999998951,0.003749327056729837,6.412478485492712e-08,1.5575146525209879e-07,0.011255315611772409
-79.48999999998951,0.0037523356751353602,6.425135515411508e-08,1.5604806839268186e-07,0.011264332311091831
-79.4799999999895,0.0037553454438854724,6.437817527932004e-08,1.563452363652497e-07,0.011273352449027985
-79.4699999999895,0.003758356362980173,6.450524572365206e-08,1.566429702454318e-07,0.011282376025580867
-79.45999999998949,0.003761368432419464,6.463256698119359e-08,1.569412711109059e-07,0.011291403040750488
